filename,weight
background-cross-recessed-sheet-metal-screws-close-up-background-cylindrical-self-threading-sheet-metal-screws-cross-211921952_jpg.rf.1d69d8da0bbd84b224abc567f71a2905.jpg,1.0
background-cross-recessed-sheet-metal-screws-close-up-background-cylindrical-self-threading-sheet-metal-screws-cross-211921952_jpg.rf.7579038554f2fe8d7b9ad6a7f641f0dd.jpg,1.0
background-cross-recessed-sheet-metal-screws-close-up-background-cylindrical-self-threading-sheet-metal-screws-cross-211921952_jpg.rf.9435c6273771894d443e4be682170029.jpg,3.0
background-many-screws-large-number-bright-short-138345827_jpg.rf.45e9d0969a33ab2a9b419f19b1e28a7d.jpg,3.0
background-many-screws-large-number-bright-short-138345827_jpg.rf.7311e9d6d0c468142f0316bdfdeacc84.jpg,2.0
background-many-screws-large-number-bright-short-138345827_jpg.rf.bc88537138d25423edd98f2692ef761c.jpg,3.0
background-many-screws-silver-70536599_jpg.rf.0e31aa26c20769ba936adcf8336234c1.jpg,1.0
background-many-screws-silver-70536599_jpg.rf.2f3eddbf83fbc897934d13388b277772.jpg,3.0
background-many-screws-silver-70536599_jpg.rf.a5b75c8188596e0124fbc98a175be648.jpg,3.0
background-many-silver-screws-construction-62231993_jpg.rf.46a4f65e462808994956db9da73f9dec.jpg,3.0
background-many-silver-screws-construction-62231993_jpg.rf.e6d34831f374604edb7a6ae2653f4f48.jpg,3.0
background-many-silver-screws-construction-62231993_jpg.rf.e7b67fc74233f477700c6e54ef582a0c.jpg,2.0
background-mass-black-metal-screws-213217493_jpg.rf.b1fe78373c6c31072323c3d53ad8f35f.jpg,3.0
background-mass-black-metal-screws-213217493_jpg.rf.e9cc0918cf25ef279675854b7e8f40c5.jpg,3.0
background-mass-black-metal-screws-213217493_jpg.rf.f67e9271191ba549739f3a0408050d59.jpg,3.0
background-pile-white-screws-screws-124012248_jpg.rf.1f053d3c6a53744ea8f1299916d2c5b8.jpg,1.0
background-pile-white-screws-screws-124012248_jpg.rf.3422f58e6239113307a2acf54f0e39d1.jpg,3.0
background-pile-white-screws-screws-124012248_jpg.rf.445fdefd813a02a9af8a8565df2fbfb9.jpg,3.0
big-pile-screws-23662302_jpg.rf.2fff642106a273302e7c57abde82a72a.jpg,3.0
big-pile-screws-23662302_jpg.rf.81401eda51201a21b16c5200dc68138a.jpg,3.0
big-pile-screws-23662302_jpg.rf.e401544c5462f1a88c07ac6537a80560.jpg,3.0
black-plasterboard-screws-white-background-black-plasterboard-screws-white-background-227252107_jpg.rf.3393d441a3493e6f949a77b750485a64.jpg,1.0
black-plasterboard-screws-white-background-black-plasterboard-screws-white-background-227252107_jpg.rf.5846cbfe5b2709cba8f7c6732ebb2b53.jpg,2.0
black-plasterboard-screws-white-background-black-plasterboard-screws-white-background-227252107_jpg.rf.7cc4cf91397d7c9995e100116b7ff82f.jpg,3.0
black-screws-black-screws-piled-white-background-black-screws-black-screws-piled-white-background-180655359_jpg.rf.53d956d88c0b764ef47b72bd1e88f206.jpg,1.0
black-screws-black-screws-piled-white-background-black-screws-black-screws-piled-white-background-180655359_jpg.rf.a33317e95359a13e25009bb01d0651cc.jpg,2.0
black-screws-black-screws-piled-white-background-black-screws-black-screws-piled-white-background-180655359_jpg.rf.dd0c6dd5c2323829f045428282ac4881.jpg,1.0
black-screws-white-background-wood-metal-close-up-shot-pile-isolated-167590650_jpg.rf.304f39f93893bfc5ffff5b27ca351489.jpg,2.0
black-screws-white-background-wood-metal-close-up-shot-pile-isolated-167590650_jpg.rf.7becb9d9a8b5a76c3fbdeb4bd4147ac2.jpg,1.0
black-screws-white-background-wood-metal-close-up-shot-pile-isolated-167590650_jpg.rf.f719828d7b95d0682a3ef4d3e962e701.jpg,1.0
bolt-pile-black-screws-isolated-white-background-bolt-pile-black-screws-isolated-white-background-174780049_jpg.rf.4a6253fee45e4a171405efaf15a14bf4.jpg,1.0
bolt-pile-black-screws-isolated-white-background-bolt-pile-black-screws-isolated-white-background-174780049_jpg.rf.6dae8e2e192041bf14ba7412621b331b.jpg,1.0
bolt-pile-black-screws-isolated-white-background-bolt-pile-black-screws-isolated-white-background-174780049_jpg.rf.6f01bea59569a68c8953ec5c6108a4db.jpg,1.0
bolts-screws-hats-fixing-various-elements-including-computer-components-screws-fixing-computer-components-105770816_jpg.rf.0d6a3370c23cbb8c7209f958741cc16e.jpg,3.0
bolts-screws-hats-fixing-various-elements-including-computer-components-screws-fixing-computer-components-105770816_jpg.rf.a05e7c68dfab158c0a66176fcda127d5.jpg,3.0
bolts-screws-hats-fixing-various-elements-including-computer-components-screws-fixing-computer-components-105770816_jpg.rf.ec96d84b01db212cab252171af3fb794.jpg,3.0
bunch-black-self-tapping-screws-close-up-hardware-fasteners-materials-construction-repair-greenish-yellow-bunch-209188164_jpg.rf.85f422606cdc53a8d542d3d78e29c1f0.jpg,1.0
bunch-black-self-tapping-screws-close-up-hardware-fasteners-materials-construction-repair-greenish-yellow-bunch-209188164_jpg.rf.9b5936de1f236fca242cbd67fa2322c1.jpg,2.0
bunch-black-self-tapping-screws-close-up-hardware-fasteners-materials-construction-repair-greenish-yellow-bunch-209188164_jpg.rf.ba3460cf3840e7212b59b572c772daf9.jpg,2.0
bunch-philips-screws-close-up-pile-stainless-steel-white-background-34717946_jpg.rf.10ef1ad47defbcdc9dc43d45a4ff4001.jpg,2.0
bunch-philips-screws-close-up-pile-stainless-steel-white-background-34717946_jpg.rf.5e988794f30f35cc364d46487c0337c2.jpg,3.0
bunch-philips-screws-close-up-pile-stainless-steel-white-background-34717946_jpg.rf.9ec21e28eff4f1dda116227fa6647c37.jpg,1.0
bunch-shiny-screws-lies-chaotic-manner-fill-entire-frame-50748447_jpg.rf.37cca118b0e102ac81339cad5c63b3ef.jpg,3.0
bunch-shiny-screws-lies-chaotic-manner-fill-entire-frame-50748447_jpg.rf.b084cd37bd48c6a6cd46dee63561883f.jpg,3.0
bunch-shiny-screws-lies-chaotic-manner-fill-entire-frame-50748447_jpg.rf.b754c9c6693bd675a0aed7c72e1caacb.jpg,3.0
bunch-torx-screws-wood-lying-pile-gray-surface-56576585_jpg.rf.8db180b2d54a77e24c74e1a2a3bf0a1a.jpg,1.0
bunch-torx-screws-wood-lying-pile-gray-surface-56576585_jpg.rf.e08fdba07142ef2037d85c22f277e498.jpg,3.0
bunch-torx-screws-wood-lying-pile-gray-surface-56576585_jpg.rf.e8ceaf417a59eb88457ccd2c6e22d5b4.jpg,3.0
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892055_jpg.rf.482a81ad125b7ed5c5e27451c98dca24.jpg,1.0
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892055_jpg.rf.64148073b38b75662598f7c06422d57b.jpg,1.0
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892055_jpg.rf.a318f3a191361368e4e169e8fe5aaed2.jpg,1.0
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892064_jpg.rf.0b9cc71637c2ec3ae5be71bd72c54373.jpg,1.0
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892064_jpg.rf.bb8c2e7ed73c3067202740d4b1397b0b.jpg,1.0
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892064_jpg.rf.f590f31b11a87b56b73f7ce9c75dda5d.jpg,1.0
close-up-group-screws-warehouse-abstract-texture-89962307_jpg.rf.42125feb4600af661aca3c5d75e5f89b.jpg,3.0
close-up-group-screws-warehouse-abstract-texture-89962307_jpg.rf.7d9fd983103e19de0736d51bed9c7b7c.jpg,3.0
close-up-group-screws-warehouse-abstract-texture-89962307_jpg.rf.b99ebc714098efc161af526007937eb5.jpg,3.0
close-up-image-many-small-black-screws-concrete-background-112993639_jpg.rf.00dc51c35f78afac91919142568d6eed.jpg,2.0
close-up-image-many-small-black-screws-concrete-background-112993639_jpg.rf.559e44f0611c8083a076ea09e42e01f6.jpg,1.0
close-up-image-many-small-black-screws-concrete-background-112993639_jpg.rf.bb2e39f88bbe684d04dbc0ab1f4f9850.jpg,3.0
close-up-metal-screws-isolated-white-background-close-up-metal-screws-isolated-white-background-174793822_jpg.rf.312fb680d06c960b527ffecdc3ce4011.jpg,1.0
close-up-metal-screws-isolated-white-background-close-up-metal-screws-isolated-white-background-174793822_jpg.rf.36946c34aacc635754e0b5a343b4ee5d.jpg,1.0
close-up-metal-screws-isolated-white-background-close-up-metal-screws-isolated-white-background-174793822_jpg.rf.38e641bd540644a04a637f5bd40ddb91.jpg,1.0
close-up-pile-screws-dowels-isolated-white-background-stainless-plastic-fastener-used-construction-178693036_jpg.rf.3dffea2e5959f2c2185975ea5399722a.jpg,1.0
close-up-pile-screws-dowels-isolated-white-background-stainless-plastic-fastener-used-construction-178693036_jpg.rf.bd7e778f353f29b43bf341fd6d379b77.jpg,1.0
close-up-pile-screws-dowels-isolated-white-background-stainless-plastic-fastener-used-construction-178693036_jpg.rf.f237ea1cdb8a08631fa2e09f54d68206.jpg,1.0
closeup-pile-old-rusty-screws-isolated-white-background-top-view-74639978_jpg.rf.4660cead4eddd24b2b9f2edf2ed69c1c.jpg,3.0
closeup-pile-old-rusty-screws-isolated-white-background-top-view-74639978_jpg.rf.76d131c107974767247c799c50801bd5.jpg,3.0
closeup-pile-old-rusty-screws-isolated-white-background-top-view-74639978_jpg.rf.af3dbaa9a77acfd93d54d24c5ca685f4.jpg,2.0
construction-screws-wooden-surface-close-up-close-up-construction-screws-wooden-surface-close-up-102813905_jpg.rf.687c44d00841eabaf7a6129a64eead73.jpg,1.0
construction-screws-wooden-surface-close-up-close-up-construction-screws-wooden-surface-close-up-102813905_jpg.rf.73469a9fd0112d41d116ce8976add638.jpg,1.0
construction-screws-wooden-surface-close-up-close-up-construction-screws-wooden-surface-close-up-102813905_jpg.rf.ebabfcfbbc8d6964df8ff0b237272980.jpg,2.0
countersunk-wood-screws-wooden-background-88695978_jpg.rf.26fb406526dd80f4406fd64f935c2c7a.jpg,1.0
countersunk-wood-screws-wooden-background-88695978_jpg.rf.7764773ea5eafc5e422c3f9aab3d9157.jpg,1.0
countersunk-wood-screws-wooden-background-88695978_jpg.rf.e6de506c8fb0e772958c10fe44f5425a.jpg,1.0
cross-iron-screw-construction-screws-187352808_jpg.rf.45a4a88ade19db91a8f79ac85438b791.jpg,1.0
cross-iron-screw-construction-screws-187352808_jpg.rf.50dbdf68fafdd33c6153d1d7f8dd3af6.jpg,1.0
cross-iron-screw-construction-screws-187352808_jpg.rf.d63a0a496c583729e2bf1e1ef54bca52.jpg,1.0
cross-recessed-machine-screws-pan-head-close-up-machine-screws-cross-recessed-pan-head-white-anti-corrosion-coating-211921973_jpg.rf.241939cf435bdafc4a68612d6a40faeb.jpg,2.0
cross-recessed-machine-screws-pan-head-close-up-machine-screws-cross-recessed-pan-head-white-anti-corrosion-coating-211921973_jpg.rf.9cd46c3959f3a4f6e4313581ad5189cc.jpg,2.0
cross-recessed-machine-screws-pan-head-close-up-machine-screws-cross-recessed-pan-head-white-anti-corrosion-coating-211921973_jpg.rf.bed1ee56e3b91d82a98de792615dd55d.jpg,1.0
